video_id,split,label,category,manual_transcript,asr_transcript,wer,cer
VID_05132,train,MISOGYNISTIC,GENERAL_ABUSE,முக்கியமான பிரச்சனைகளை தீர்க்க பெண்களுக்கு இல்லை என்று ஏளனம் பேசுவது வெளிப்படையாக அறிவற்ற ஆணாதிக்க உளறலாகும்.,முக்கியமான பிரச்சனைகளை தீர்க்க பெண்களுக்கு இல்லை என்று ஏளனம் பேசுவது வெளிப்படையாக அறிவற்ற ஆணாதிக்க உளறலாகும்.,0.0,0.0
VID_05133,val,MISOGYNISTIC,SHAMING,பெண்கள் அணியும் ஆடைகளை குறைகூறி அவளது சுயமரியாதையை சீரழிக்கும் வகையில் பேசுவது தொடர்ச்சியாக நாகரிக மனிதர்களுக்கு அழகல்ல.,பெண்கள் அணியும் ஆடைகளை குறைகூறி அவளது சுயமரியாதையை சீரழிக்கும் வகையில் பேசுவது தொடர்ச்சியாக நாகரிக மனிதர்களுக்கு அழகல்ல.,0.0,0.0
VID_05134,val,MISOGYNISTIC,OBJECTIFICATION,பெண்களின் மதிப்பு உடல் அமைப்பை மட்டுமே பேசுபொருளாக்குவது ஏற்றுக்கொள்ள முடியாத இழிவான பார்வையாகும்.,பெண்கலின் மதிப்பு உடல் அமைப்பை மட்டுமே பேசுபொருளாக்குவது ஏற்றுக்கொள்ள முடியாத இழிவான பார்வையாகும்.,10.0,1.02
VID_05135,train,MISOGYNISTIC,SHAMING,பெண்கள் அணியும் ஆடைகளை குறைகூறி இழிவான வார்த்தைகளால் விமர்சிப்பது தொடர்ச்சியாக சட்டப்படி தண்டிக்கப்பட வேண்டிய வன்முறை.,பெண்கள் அணியும் ஆடைகளை குறைகூறி இழிவான வார்த்தைகளால் விமர்சிப்பது தொடர்ச்சியாக சட்டப்படி தண்டிக்கப்பட வேண்டிய வன்முறை.,0.0,0.0
VID_05136,test,MISOGYNISTIC,SHAMING,பெண்கள் அணியும் ஆடைகளை குறைகூறி அவளது நடத்தையை தவறாக பேசுவது கண்டனத்திற்குரிய பிற்போக்குத்தனம்.,பெண்கள் அணியும் ஆடைகளை குரைகூறி அவளது நடத்தையை தவறாக பேசுவது கண்டனத்திற்குரிய பிற்போக்குத்தனம்.,10.0,1.05
VID_05137,test,MISOGYNISTIC,STEREOTYPING,குடும்பத்தில் ஒரு பெண் குடும்பத் தலைவரின் கட்டளைகளுக்கு அடங்கி மட்டுமே நடக்க வேண்டும் முற்றிலும் என வற்புறுத்துவது மனித உரிமை மீறலாகும்.,குடும்பத்தில் ஒரு பென் குடும்பத் தலைவரின் கட்டளைகளுக்கு அடங்கி மட்டுமே நடக்க வேண்டும் முற்றிலும் என வற்புறுத்துவது மனித உரிமை மீறலாகும்.,6.25,0.74
VID_05138,train,NON-MISOGYNISTIC,NONE,விண்வெளி ஆய்வு மையத்தில் பெண் விஞ்ஞானிகள் தொடர்ந்து வெற்றிகரமாக வெளிப்படையாக புதிய செயற்கைக்கோள் திட்டத்தை வெற்றிகரமாக வழிநடத்துகின்றனர்.,வின்வெளி ஆய்வு மையத்தில் பெண் விஞ்ஞானிகள் தொடர்ந்து வெற்றிகரமாக வெளிப்படையாக புதிய செயற்கைக்கோள் திட்டத்தை வெற்றிகரமாக வழிநடத்துகின்றனர்.,7.69,0.73
VID_05139,train,NON-MISOGYNISTIC,NONE,அக்கா தனது அலுவலக பணிகளை முடித்துவிட்டு வெளிப்படையாக பூச்செடிகளை நட்டு தண்ணீர் ஊற்றினார்.,அக்கா தனது அலுவலக முடித்துவிட்டு வெளிப்படையாக பூச்செடிகளை நட்டு தண்ணீர் ஊற்றினார்.,10.0,7.87
VID_05140,train,NON-MISOGYNISTIC,NONE,கணினி அறிவியல் துறையில் புதிய செயற்கை நுண்ணறிவு மிகவும் சிறப்பாக தொடர்ச்சியாக பயிற்சிகள் இலவசமாக பயிற்றுவிக்கப்பட்டு வருகின்றன.,கணினி அறிவியல் துறையில் புதிய செயற்கை நுண்ணறிவு மிகவும் சிறப்பாக தொடர்ச்சியாக பயிற்சிகள் இலவசமாக பயிற்றுவிக்கப்பட்டு வருகின்றன.,0.0,0.0
VID_05141,train,MISOGYNISTIC,VIOLENCE,குடும்பத்திற்குள் மனைவியை தாக்குதல் நடத்துவதை பெருமையாக பேசுவது வெளிப்படையாக நீதிமன்றத்தால் தண்டிக்கப்பட வேண்டிய குற்றச்செயல்.,குடும்பத்திற்குள் மனைவியை தாக்குதல் பெருமையாக பேசுவது வெளிப்படையாக நீதிமன்றத்தால் தண்டிக்கப்பட வேண்டிய குற்றச்செயல்.,9.09,7.94
VID_05142,train,NON-MISOGYNISTIC,NONE,என் தாய் இன்று காலை குடும்பத்தினருக்கு முழு அர்ப்பணிப்புடன் தொடர்ச்சியாக விற்பனை செய்து பாராட்டு பெற்றார்.,என் தாய் இன்று காலை குடும்பத்தினருக்கு முழு அர்ப்பணிப்புடன் தொடர்ச்சியாக விற்பனை செய்து பாராட்டு பெற்றார்.,0.0,0.0
VID_05143,test,NON-MISOGYNISTIC,NONE,கல்வி மற்றும் வேலைவாய்ப்பில் பெண்களுக்கு அனைவரும் பாராட்டும் வகையில் முற்றிலும் வழங்குவது நாட்டின் பொருளாதார வளர்ச்சிக்கு வித்திடும்.,கல்வி மற்றும் வேலைவாய்ப்பில் பெண்களுக்கு அனைவரும் பாராட்டும் வகையில் முற்றிலும் வழங்குவது நாட்டின் பொருளாதார வளர்ச்சிக்கு வித்திடும்.,0.0,0.0
VID_05144,train,MISOGYNISTIC,VIOLENCE,பெண்களுக்கு எதிராக உடல் ரீதியாக காயப்படுத்துவதும் அடிப்பதும் தொடர்ச்சியாக சமூக பாதுகாப்பை அழிக்கும் விஷமத்தனம்.,பெண்களுக்கு எதிராக உடல் ரீதியாக காயப்படுத்துவதும் அடிப்பதும் தொடர்ச்சியாக சமூக பாதுகாப்பை அழிக்கும் விஷமத்தனம்.,0.0,0.0
VID_05145,train,MISOGYNISTIC,OBJECTIFICATION,திரைப்படத்தில் பெண்களை அவர்களின் அழகில் மட்டும் சுருக்குவது முற்றிலும் நாகரிக சமூகத்திற்கு முற்றிலும் பொருந்தாத இழிவு.,திரைப்படத்தில் பென்களை அவர்களின் அழகில் மட்டும் சுருக்குவது முற்றிலும் நாகரிக சமூகத்திற்கு முற்றிலும் பொருந்தாத இழிவு.,8.33,0.85
VID_05146,train,MISOGYNISTIC,SHAMING,ஒரு பெண்ணின் உடையை வைத்து அவளது சுதந்திரத்தை தடுத்து அவப்பெயர் உண்டாக்குவது முற்றிலும் கண்டனத்திற்குரிய பிற்போக்குத்தனம்.,ஒரு பெண்ணின் உடையை வைத்து அவளது சுதந்திரத்தை தடுத்து அவப்பெயர் உண்டாக்குவது முற்றிலும் கண்டனத்திற்குரிய பிற்போக்குத்தனம்.,0.0,0.0
VID_05147,train,NON-MISOGYNISTIC,NONE,சமூக அமைப்பில் பெண்களுக்கு சம வாய்ப்பும் முன்னுதாரணமாக வெளிப்படையாக கிடைப்பதை நாம் உறுதி செய்ய வேண்டும்.,சமூக அமைப்பில் பெண்களுக்கு சம வாய்ப்பும் முண்னுதாரணமாக வெளிப்படையாக கிடைப்பதை நாம் உறுதி செய்ய வேண்டும்.,8.33,0.96
VID_05148,val,NON-MISOGYNISTIC,NONE,விண்வெளி ஆய்வு மையத்தில் பெண் விஞ்ஞானிகள் வெளிப்படையாக மருத்துவ துறையில் புதிய கண்டுபிடிப்புகளை நிகழ்த்தியுள்ளார்.,விண்வெளி ஆய்வு மையத்தில் பெண் விஞ்ஞானிகள் வெளிப்படையாக மருத்துவ துறையில் புதிய கண்டுபிடிப்புகளை நிகழ்த்தியுள்ளார்.,0.0,0.0
VID_05149,train,NON-MISOGYNISTIC,NONE,தமிழ்நாடு மகளிர் கிரிக்கெட் அணி விடாமுயற்சியுடன் வெளிப்படையாக தேசிய அளவில் அபாரமான வெற்றியை பெற்றுள்ளது.,தமிழ்நாடு மகளிர் கிரிக்கெட் அணி விடாமுயற்சியுடன் வெளிப்படையாக தேசிய அளவில் அபாரமான வெற்றியை பெற்றுள்ளது.,0.0,0.0
VID_05150,train,NON-MISOGYNISTIC,NONE,கல்லூரி மாணவிகள் தேசிய அளவிலான போட்டியில் விடாமுயற்சியுடன் முற்றிலும் சிறப்பான முறையில் பணியாற்றி பாராட்டுகளை பெற்றுள்ளார்.,கல்லூரி மாணவிகல் தேசிய அளவிலான போட்டியில் விடாமுயற்சியுடன் முற்றிலும் சிறப்பான முறையில் பணியாற்றி பாராட்டுகளை பெற்றுள்ளார்.,8.33,0.81
VID_05151,train,NON-MISOGYNISTIC,NONE,அக்கா தனது அலுவலக பணிகளை முடித்துவிட்டு முன்னுதாரணமாக முற்றிலும் பூங்காவில் மகிழ்ச்சியாக விளையாடினாள்.,அக்கா தனது அலுவலக பணிகளை முடித்துவிட்டு முன்னுதாரணமாக முற்றிலும் பூங்காவில் மகிழ்ச்சியாக விளையாடினாள்.,0.0,0.0
VID_05152,train,NON-MISOGYNISTIC,NONE,கல்வி மற்றும் வேலைவாய்ப்பில் பெண்களுக்கு முழு அர்ப்பணிப்புடன் வழங்குவது நாட்டின் பொருளாதார வளர்ச்சிக்கு வித்திடும்.,கல்வி மற்றும் வேலைவாய்ப்பில் பெண்களுக்கு முழு அர்ப்பணிப்புடன் வழங்குவது நாட்டின் பொருளாதார வளர்ச்சிக்கு வித்திடும்.,0.0,0.0
VID_05153,train,NON-MISOGYNISTIC,NONE,சிறுமி மாலையில் தனது நண்பர்களுடன் மிகவும் சிறப்பாக சுவையான மற்றும் ஆரோக்கியமான உணவை தயாரித்தார்.,சிறுமி மாலையில் தனது நண்பர்களுடன் மிகவும் சிறப்பாக சுவையான மற்றும் ஆரோக்கியமான உணவை தயாரித்தார்.,0.0,0.0
VID_05154,train,NON-MISOGYNISTIC,NONE,கிராமப்புற மக்களுக்கு இலவச மருத்துவ பரிசோதனை விடாமுயற்சியுடன் முற்றிலும் நோயாளிகளின் நலனுக்காக நிறுவப்பட்டு பயன்பாட்டில் உள்ளன.,கிராமப்புற மக்களுக்கு இலவச மருத்துவ பரிசோதனை விடாமுயற்சியுடன் முற்றிலும் நோயாளிகளின் நலனுக்காக நிறுவப்பட்டு பயன்பாட்டில் உள்ளன.,0.0,0.0
VID_05155,val,MISOGYNISTIC,SHAMING,பெண்களின் தனிப்பட்ட வாழ்க்கை முறையை அவளது நடத்தையை தவறாக பேசுவது எந்த சூழ்நிலையிலும் மன்னிக்க முடியாத குற்றம்.,பெண்களின் தனிப்பட்ட வாழ்க்கை முறையை அவளது நடத்தையை தவறாக பேசுவது எந்த சூழ்நிலையிலும் மன்னிக்க முடியாத குற்றம்.,0.0,0.0
VID_05156,test,NON-MISOGYNISTIC,NONE,விண்வெளி ஆய்வு மையத்தில் பெண் விஞ்ஞானிகள் சிறப்பான முறையில் பணியாற்றி பாராட்டுகளை பெற்றுள்ளார்.,விண்வெளி ஆய்வு மையத்தில் பெண் விஞ்ஞானிகள் சிறப்பான முறையில் பணியாற்றி பாராட்டுகளை பெற்றுள்ளார்.,0.0,0.0
VID_05157,train,NON-MISOGYNISTIC,NONE,என் சகோதரி முன்னணி மென்பொருள் நிறுவனத்தில் உண்மையான ஈடுபாட்டுடன் தொடர்ச்சியாக மக்களுக்கான நலத்திட்டங்களை விரைவாக செயல்படுத்துகிறார்.,என் சகோதறி முன்னணி மென்பொருள் நிறுவனத்தில் உண்மையான ஈடுபாட்டுடன் தொடர்ச்சியாக மக்களுக்கான நலத்திட்டங்களை விரைவாக செயல்படுத்துகிறார்.,8.33,0.76
VID_05158,train,MISOGYNISTIC,STEREOTYPING,பெண்கள் பிறந்ததிலிருந்தே அடுப்பூதும் வேலைக்கு மட்டுமே முன்னுரிமை அளிக்க வேண்டும் என்று அடக்குவது நவீன சமூகத்திற்கு முற்றிலும் ஏற்க முடியாதது.,பெண்கள் பிறந்ததிலிருந்தே அடுப்பூதும் வேலைக்கு மட்டுமே முன்னுரிமை அளிக்க வேண்டும் என்று அடக்குவது நவீன சமூகத்திற்கு முற்றிலும் ஏற்க முடியாதது.,0.0,0.0
VID_05159,train,NON-MISOGYNISTIC,NONE,வானிலை ஆய்வு மையம் வெளியிட்ட அறிக்கையின்படி உண்மையான ஈடுபாட்டுடன் முற்றிலும் பாரம்பரிய இசையை இனிமையாக பாடி அரங்கை மகிழ்வித்தனர்.,வானிலை ஆய்வு மையம் வெளியிட்ட அறிக்கையின்படி உண்மையான ஈடுபாட்டுடன் முற்றிலும் பாரம்பரிய இசையை இனிமையாக பாடி அரங்கை மகிழ்வித்தனர்.,0.0,0.0
VID_05160,train,MISOGYNISTIC,OBJECTIFICATION,ஒரு பெண்ணின் தகுதி வெளித்தோற்றத்தை மட்டுமே வைத்து எடைபோடுவது தொடர்ச்சியாக பெண்களின் சுயமரியாதையை சீரழிக்கும் பிற்போக்குத்தனம்.,ஒரு பெண்ணின் தகுதி வெளித்தோர்றத்தை மட்டுமே வைத்து எடைபோடுவது தொடர்ச்சியாக பெண்களின் சுயமரியாதையை சீரழிக்கும் பிற்போக்குத்தனம்.,8.33,0.79
VID_05161,train,NON-MISOGYNISTIC,NONE,சமூக அமைப்பில் பெண்களுக்கு சம வாய்ப்பும் உண்மையான ஈடுபாட்டுடன் சமமாக கல்வி கற்று முன்னேற வேண்டும்.,சமூக அமைப்பில் பெண்களுக்கு சம வாய்ப்பும் உண்மையான ஈடுபாட்டுடன் சமமாக கல்வி கற்று முன்னேற வேண்டும்.,0.0,0.0
VID_05162,train,MISOGYNISTIC,GENERAL_ABUSE,பெண்கள் ஆண்களை விட முட்டாள்தனமானது என்று வசைபாடுவது அறிவற்ற ஆணாதிக்க உளறலாகும்.,பெண்கள் ஆண்களை விட முட்டாள்தனமானது என்று வசைபாடுவது அறிவற்ற ஆணாதிக்க உளறலாகும்.,0.0,0.0
VID_05163,train,MISOGYNISTIC,OBJECTIFICATION,இளம் பெண்களின் திறமை ஆடை மற்றும் தோற்றத்தை மட்டுமே அளவுகோலாக வைப்பது தொடர்ச்சியாக அவர்களின் தனித்துவத்தை குறைத்து மதிப்பிடும் தவறான செயல்.,இளம் பெண்களின் திறமை ஆடை மற்றும் தோற்றத்தை மட்டுமே அளவுகோலாக வைப்பது தொடர்ச்சியாக அவர்களின் தனித்துவத்தை குறைத்து மதிப்பிடும் தவறான செயல்.,0.0,0.0
VID_05164,train,MISOGYNISTIC,GENERAL_ABUSE,பொது விவகாரங்களில் பெண்களின் முடிவு முட்டாள்தனமானது என்று வசைபாடுவது தொடர்ச்சியாக சமூக முன்னேற்றத்தை தடுக்கும் தவறான வாதம்.,பொது விவகாரங்களில் பெண்களின் முடிவு முட்டாள்தனமானது என வசைபாடுவது தொடர்ச்சியாக சமூக முன்னேற்றத்தை தடுக்கும் தவறான வாதம்.,7.69,2.44
VID_05165,train,MISOGYNISTIC,SHAMING,பெண்கள் அணியும் ஆடைகளை குறைகூறி அவளது சுதந்திரத்தை தடுத்து அவப்பெயர் உண்டாக்குவது வெளிப்படையாக சட்டப்படி தண்டிக்கப்பட வேண்டிய வன்முறை.,பெண்கள் அணியும் ஆடைகளை குறைகூறி அவளது சுதந்திரத்தை தடுத்து அவப்பெயர் உண்டாக்குவது வெளிப்படையாக சட்டப்படி தண்டிக்கப்பட வேண்டிய வன்முறை.,0.0,0.0
VID_05166,train,NON-MISOGYNISTIC,NONE,சுற்றுச்சூழலை பாதுகாக்க மாணவர்கள் ஒன்றிணைந்து மிகவும் சிறப்பாக தொடர்ச்சியாக விவசாய நிலங்களில் பயிர்களை உற்பத்தி செய்கின்றனர்.,சுற்றுச்சூழலை பாதுகாக்க மாணவர்கள் ஒன்றிணைந்து மிகவும் சிறப்பாக தொடர்ச்சியாக விவசாய நிலங்களில் பயிர்களை உற்பத்தி செய்கின்றனர்.,0.0,0.0
VID_05167,train,NON-MISOGYNISTIC,NONE,சமூக அமைப்பில் பெண்களுக்கு சம வாய்ப்பும் விடாமுயற்சியுடன் மரியாதையுடன் நடத்தப்படுவது அடிப்படை மனித உரிமை.,சமூக அமைப்பில் பெண்களுக்கு சம வாய்ப்பும் விடாமுயற்சியுடன் மரியாதையுடன் நடத்தப்படுவது அடிப்படை மனித உரிமை.,0.0,0.0
VID_05168,train,MISOGYNISTIC,GENERAL_ABUSE,பெண்களுக்கு சிந்தனை திறன் ஆற்றல் இல்லை என்று பழிப்பது தொடர்ச்சியாக பெண்களின் திறமையை கொச்சைப்படுத்தும் செயல்.,பெண்களுக்கு சிந்தனை திறன் ஆற்றல் இல்லை என்று பழிப்பது தொடர்ச்சியாக பெண்களின் திறமையை கொச்சைப்படுத்தும் செயல்.,0.0,0.0
VID_05169,train,NON-MISOGYNISTIC,NONE,கல்வி மற்றும் வேலைவாய்ப்பில் பெண்களுக்கு மரியாதையுடன் நடத்தப்படுவது அடிப்படை மனித உரிமை.,கல்வி உம் வேலைவாய்ப்பில் பெண்களுக்கு மரியாதையுடன் நடத்தப்படுவது அடிப்படை மனித உரிமை.,11.11,5.68
VID_05170,val,MISOGYNISTIC,VIOLENCE,தன் பேச்சை கேட்காத பெண்களை உடலளவிலும் மனதளவிலும் சிதைப்பது வெளிப்படையாக மனித குலத்திற்கே அவமானகரமான இழிசெயல்.,தன் பேச்சை கேட்காத பெண்களை உடளளவிலும் மனதளவிலும் சிதைப்பது வெளிப்படையாக மனித குலத்திற்கே அவமானகரமான இழிசெயல்.,8.33,0.92
VID_05171,test,MISOGYNISTIC,VIOLENCE,குடும்பத்திற்குள் மனைவியை கொடுமையான சித்திரவதைகளுக்கு ஆளாக்குவது முற்றிலும் கொடூரமான மனித உரிமை அத்துமீறலாகும்.,குடும்பத்திற்குல் மனைவியை கொடுமையான சித்திரவதைகளுக்கு ஆளாக்குவது முற்றிலும் கொடூரமான மனித உரிமை அத்துமீறலாகும்.,10.0,0.9
VID_05172,train,NON-MISOGYNISTIC,NONE,கிராமப்புற மக்களுக்கு இலவச மருத்துவ பரிசோதனை மிகவும் சிறப்பாக முற்றிலும் அரசு பல்வேறு சிறப்பான நடவடிக்கைகளை எடுத்து வருகிறது.,கிராமப்புற மக்களுக்கு இலவச மருத்துவ பரிசோதனை மிகவும் சிறப்பாக முற்றிலும் அரசு பல்வேறு சிறப்பான நடவடிக்கைகளை எடுத்து வருகிறது.,0.0,0.0
VID_05173,train,NON-MISOGYNISTIC,NONE,விண்வெளி ஆய்வு மையத்தில் பெண் விஞ்ஞானிகள் முழு அர்ப்பணிப்புடன் மாணவர்களுக்கு சிறந்த கல்வியையும் ஒழுக்கத்தையும் கற்பிக்கிறார்.,விண்வெளி ஆய்வு மையத்தில் பெண் விஞ்ஞானிகள் முழு அர்ப்பணிப்புடன் மாணவர்களுக்கு சிறந்த கல்வியையும் ஒழுக்கத்தையும் கற்பிக்கிறார்.,0.0,0.0
VID_05174,val,NON-MISOGYNISTIC,NONE,பெண்களும் ஆண்களும் இணைந்து தொடர்ந்து வெற்றிகரமாக முற்றிலும் பாதுகாப்பது ஒரு ஜனநாயக நாட்டின் கடமை.,பெண்களும் ஆண்களும் இணைந்து தொடர்ந்து வெற்றிகரமாக முற்றிலும் பாதுகாப்பது ஒரு ஜனநாயக நாட்டின் கடமை.,0.0,0.0
VID_05175,train,MISOGYNISTIC,SHAMING,நவீன ஆடைகளை அணியும் பெண்களை அசிங்கமான கருத்துக்களை பொதுவெளியில் பதிவு செய்வது முற்றிலும் தனிமனித சுதந்திரத்தின் மீதான அத்துமீறல்.,நவீன ஆடைகளை அணியும் பெண்களை அசிங்கமான கருத்துக்களை பொதுவெளியில் பதிவு செய்வது முற்றிலும் தனிமனித சுதந்திரத்தின் மீதான அத்துமீறல்.,0.0,0.0
VID_05176,train,MISOGYNISTIC,OBJECTIFICATION,திரைப்படத்தில் பெண்களை உடல் கவர்ச்சியை மட்டுமே முன்னிறுத்துவது அவர்களின் தனித்துவத்தை குறைத்து மதிப்பிடும் தவறான செயல்.,திறைப்படத்தில் பெண்களை உடல் கவர்ச்சியை மட்டுமே முன்னிறுத்துவது அவர்களின் தனித்துவத்தை குறைத்து மதிப்பிடும் தவறான செயல்.,8.33,0.84
VID_05177,train,NON-MISOGYNISTIC,NONE,வானிலை ஆய்வு மையம் வெளியிட்ட அறிக்கையின்படி மிகவும் சிறப்பாக வெளிப்படையாக தீவிரமாக பயிற்சி எடுத்து வருகின்றனர்.,வானிலை ஆய்வு மையம் வெளியிட்ட அறிக்கையின்படி மிகவும் சிறப்பாக வெளிப்படையாக தீவிரமாக பயிற்சி எடுத்து வருகின்றனர்.,0.0,0.0
VID_05178,train,MISOGYNISTIC,STEREOTYPING,பெண்கள் பிறந்ததிலிருந்தே குடும்பத் தலைவரின் கட்டளைகளுக்கு அடங்கி மட்டுமே நடக்க வேண்டும் வெளிப்படையாக என்பது அவர்களின் திறமைகளை முடக்கும் தவறான பார்வை.,பெண்கள் பிறந்ததிலிருந்தே குடும்பத் தலைவரின் கட்டளைகளுக்கு அடங்கி மட்டுமே வேண்டும் வெளிப்படையாக என்பது அவர்களின் திறமைகளை முடக்கும் தவறான பார்வை.,6.25,4.0
VID_05179,train,NON-MISOGYNISTIC,NONE,விவசாயிகள் இயற்கை உரங்களை பயன்படுத்தி தங்கள் முழு அர்ப்பணிப்புடன் வெளிப்படையாக திட்டங்கள் மின்சார தேவையை பூர்த்தி செய்ய உதவுகின்றன.,விவசாயிகள் இயற்கை உரங்களை பயண்படுத்தி தங்கள் முழு அர்ப்பணிப்புடன் வெளிப்படையாக திட்டங்கள் மின்சார தேவையை பூர்த்தி செய்ய உதவுகின்றன.,7.14,0.76
VID_05180,train,MISOGYNISTIC,GENERAL_ABUSE,பெண்கள் ஆண்களை விட ஆற்றல் இல்லை என்று பழிப்பது வெளிப்படையாக நாகரிக மனிதர்கள் ஏற்காத மட்டமான சிந்தனை.,பெண்கள் ஆண்களை விட ஆற்றல் இல்லை என்று பழிப்பது வெளிப்படையாக நாகறிக மனிதர்கள் ஏற்காத மட்டமான சிந்தனை.,7.69,1.0
VID_05181,train,NON-MISOGYNISTIC,NONE,வானிலை ஆய்வு மையம் வெளியிட்ட அறிக்கையின்படி முன்னுதாரணமாக கண்டுபிடிப்புகளை காட்சிப்படுத்தி விளக்கினர்.,வானிளை ஆய்வு மையம் வெளியிட்ட அறிக்கையின்படி முன்னுதாரணமாக கண்டுபிடிப்புகளை காட்சிப்படுத்தி விளக்கினர்.,11.11,0.98
VID_05182,val,MISOGYNISTIC,VIOLENCE,தன் பேச்சை கேட்காத பெண்களை தாக்குதல் நடத்துவதை பெருமையாக பேசுவது தொடர்ச்சியாக எந்த வகையிலும் ஏற்றுக்கொள்ள முடியாத கொடூரம்.,தன் பேச்சை கேட்காத பெண்களை நடத்துவதை பெருமையாக பேசுவது தொடர்ச்சியாக எந்த வகையிலும் ஏற்றுக்கொள்ள முடியாத கொடூரம்.,7.14,8.2
VID_05183,train,MISOGYNISTIC,SHAMING,பெண்கள் அணியும் ஆடைகளை குறைகூறி அவளை கேலி செய்து அவமதிப்பது முற்றிலும் சட்டப்படி தண்டிக்கப்பட வேண்டிய வன்முறை.,பெண்கள் அணியும் ஆடைகளை குறைகூறி அவளை கேலி செய்து அவமதிப்பது முற்றிலும் சட்டப்படி தண்டிக்கப்பட வேண்டிய வன்முறை.,0.0,0.0
VID_05184,train,NON-MISOGYNISTIC,NONE,விவசாயிகள் இயற்கை உரங்களை பயன்படுத்தி தங்கள் மிகவும் சிறப்பாக தொடர்ச்சியாக திட்டங்கள் மின்சார தேவையை பூர்த்தி செய்ய உதவுகின்றன.,விவசாயிகள் இயற்கை உரங்களை பயன்படுத்தி தங்கள் மிகவும் சிறப்பாக தொடர்ச்சியாக திட்டங்கள் மின்சார தேவையை பூர்த்தி செய்ய உதவுகின்றன.,0.0,0.0
VID_05185,train,NON-MISOGYNISTIC,NONE,என் சகோதரி முன்னணி மென்பொருள் நிறுவனத்தில் தொடர்ச்சியாக மாணவர்களுக்கு சிறந்த கல்வியையும் ஒழுக்கத்தையும் கற்பிக்கிறார்.,எண் சகோதரி முன்னணி மென்பொருள் நிறுவனத்தில் தொடர்ச்சியாக மாணவர்களுக்கு சிறந்த கல்வியையும் ஒழுக்கத்தையும் கற்பிக்கிறார்.,9.09,0.85
VID_05186,train,MISOGYNISTIC,STEREOTYPING,பெண்கள் பிறந்ததிலிருந்தே தலைமைப் பொறுப்புகளை ஏற்க தகுதியற்றவர்கள் தொடர்ச்சியாக என்று அடக்குவது நவீன சமூகத்திற்கு முற்றிலும் ஏற்க முடியாதது.,பெண்கள் பிறந்ததிலிருந்தே தலைமைப் பொறுப்புகளை ஏற்க தகுதியற்றவர்கள் தொடர்ச்சியாக என அடக்குவது நவீன சமூகத்திற்கு முற்றிலும் ஏற்க முடியாதது.,7.14,2.16
VID_05187,val,NON-MISOGYNISTIC,NONE,விளையாட்டு மைதானத்தில் வீரர்கள் மற்றும் வீராங்கனைகள் தொடர்ந்து வெற்றிகரமாக தொடர்ச்சியாக பொதுமக்களின் பயன்பாட்டிற்காக திறந்து வைக்கப்பட்டது.,விளையாட்டு மைதானத்தில் வீரர்கள் உம் வீராங்கனைகள் தொடர்ந்து வெற்றிகரமாக தொடர்ச்சியாக பொதுமக்களின் பயன்பாட்டிற்காக திறந்து வைக்கப்பட்டது.,8.33,3.6
VID_05188,train,NON-MISOGYNISTIC,NONE,குடிநீர் சேமிப்பு மற்றும் மழைநீர் சேகரிப்பு முழு அர்ப்பணிப்புடன் வெளிப்படையாக அரசு பல்வேறு சிறப்பான நடவடிக்கைகளை எடுத்து வருகிறது.,குடிநீற் சேமிப்பு மற்றும் மழைநீர் சேகரிப்பு முழு அர்ப்பணிப்புடன் வெளிப்படையாக அரசு பல்வேறு சிறப்பான நடவடிக்கைகளை எடுத்து வருகிறது.,7.14,0.77
VID_05189,train,NON-MISOGYNISTIC,NONE,பெண்களுக்கு அரசியலமைப்பு வழங்கியுள்ள முன்னுதாரணமாக மரியாதையுடன் நடத்தப்படுவது அடிப்படை மனித உரிமை.,பெண்களுக்கு அரசியலமைப்பு வழங்கியுள்ள முன்னுதாரணமாக மரியாதையுடன் நடத்தப்படுவது அடிப்படை மனித உரிமை.,0.0,0.0
VID_05190,train,NON-MISOGYNISTIC,NONE,கல்வி மற்றும் வேலைவாய்ப்பில் பெண்களுக்கு வெளிப்படையாக மரியாதையுடன் நடத்தப்படுவது அடிப்படை மனித உரிமை.,கல்வி மற்றும் வேலைவாய்ப்பில் பெண்களுக்கு வெளிப்படையாக மரியாதையுடன் அடிப்படை மனித உரிமை.,10.0,13.86
VID_05191,train,NON-MISOGYNISTIC,NONE,அக்கா தனது அலுவலக பணிகளை முடித்துவிட்டு விடாமுயற்சியுடன் படித்து வருகிறார்.,அக்கா தனது அலுவலக பணிகளை முடித்துவிட்டு விடாமுயற்சியுடன் படித்து வருகிறார்.,0.0,0.0
VID_05192,train,NON-MISOGYNISTIC,NONE,பெண்களும் ஆண்களும் இணைந்து விடாமுயற்சியுடன் பாதுகாப்பது ஒரு ஜனநாயக நாட்டின் கடமை.,பெண்களும் ஆண்களும் இணைந்து விடாமுயற்சியுடண் பாதுகாப்பது ஒரு ஜனநாயக நாட்டின் கடமை.,11.11,1.23
VID_05193,train,NON-MISOGYNISTIC,NONE,கிராமப்புற மக்களுக்கு இலவச மருத்துவ பரிசோதனை விடாமுயற்சியுடன் முற்றிலும் சிறப்பான முறையில் மருத்துவர்களால் நடத்தப்பட்டது.,கிராமப்புற மக்களுக்கு இலவச மருத்துவ பரிசோதனை விடாமுயற்சியுடன் முற்றிலும் சிறப்பான முறையில் மருத்துவர்களால் நடத்தப்பட்டது.,0.0,0.0
